REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	A549.H3K27AC.ENCFF714TFN.sorted.bam	A549.INPUT.ENCFF669AUD.sorted.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
5_Peak_40585_lociStitched	chr7	99095576	99124745	5	14431	19499.4765	4582.4499	992	SMURF1	SMURF1	SMURF1	992	1
8_Peak_37021_lociStitched	chr12	111058425	111079441	8	19382	17811.06	2898.1064	993	CUX2	CUX2	CUX2	993	1
5_Peak_47634_lociStitched	chr10	69056347	69090240	5	17338	19115.652	4253.5715	994	SRGN	KIF1BP,ACTBP14,RF00017,VPS26A	SRGN	994	1
Peak_695	chr18	3601079	3609787	1	8709	16026.2032	1166.872	995	DLGAP1-AS2,DLGAP1	AP002472.1,DLGAP1-AS1,AP002478.1,RN7SL39P	DLGAP1-AS2	995	1
7_Peak_32829_lociStitched	chr9	20603730	20624976	7	17286	18284.3076	3452.475	996	MLLT3	FOCAD	MLLT3	996	1
7_Peak_8094_lociStitched	chr1	15408719	15433721	7	19084	17501.4	2682.7146	997	EFHD2,AL031283.1	FHAD1,CTRC,CELA2A,CELA2B	EFHD2	997	1
4_Peak_6777_lociStitched	chr17	66458908	66470190	4	10659	17815.4062	2997.6274	998	PRKCA	PRKCA-AS1	PRKCA-AS1	998	1
2_Peak_995_lociStitched	chr9	35904511	35925437	2	9321	18180.5088	3364.9008	999	HRCT1,SPAAR	SPAAR,OR2S1P,OR13E1P,OR13J1,NDUFA5P4,PGAM1P2,OR2S2,YBX1P10	SPAAR	999	1
9_Peak_50280_lociStitched	chr14	34035163	34082714	9	18228	21469.2765	6657.14	1000	EGLN3-AS1,EGLN3	EGLN3	EGLN3-AS1	1000	1
4_Peak_404_lociStitched	chr2	55047272	55057083	4	8413	17159.439	2379.1675	1001	RTN4	RTN4,RNU6-433P	RTN4	1001	1
3_Peak_53260_lociStitched	chr3	156777182	156793486	3	12655	17244.7408	2470.056	1002	LINC00886	LEKR1,LINC00886,PA2G4P4	PA2G4P4	1002	1
7_Peak_37836_lociStitched	chr15	99305595	99342435	7	12564	23382.348	8631.612	1003	LRRC28,AC037479.1	HSP90B2P,LRRC28,HNRNPA1P62	LRRC28	1003	1
7_Peak_74206_lociStitched	chr16	51523913	51559834	7	14937	19347.0506	4601.4801	1004	HNRNPA1P48,AC007344.1		HNRNPA1P48	1004	1
9_Peak_35071_lociStitched	chr12	92591569	92621222	9	16473	19713.3144	4972.8081	1005			AC063949.1	1005	1
Peak_1478	chr19	12781572	12791386	1	9815	15929.1034	1212.029	1006	MIR5684,HOOK2,AC018761.3	ASNA1,BEST2,JUNB,AC018761.2,THSD8,RNASEH2A,AC020934.1,MAST1,TRIR,HOOK2,PRDX2,RTBDN	MIR5684	1006	1
11_Peak_34963_lociStitched	chr8	129682267	129711902	11	15141	21337.2	6635.2765	1007	CCDC26,AC103718.1	MTRF1LP2,CCDC26,GSDMC	CCDC26	1007	1
3_Peak_77659_lociStitched	chr16	72283001	72300585	3	11756	17014.2784	2315.8128	1008	LINC01572	AC009075.2	AC009075.2	1008	1
11_Peak_58722_lociStitched	chr2	20574422	20600897	11	20246	19623.27	4926.9975	1009	HS1BP3,AC012065.3,HS1BP3-IT1	AC012065.5,AC012065.2,HS1BP3	AC012065.3	1009	1
6_Peak_54417_lociStitched	chr13	67183121	67205520	6	17007	17356.9851	2676.6805	1010	PCDH9		PCDH9	1010	1
11_Peak_41294_lociStitched	chr2	108570337	108597423	11	20598	19098.3386	4428.561	1011	LIMS1	LIMS1,GCC2-AS1	LIMS1	1011	1
3_Peak_40506_lociStitched	chr7	80770785	80785906	3	13616	16970.2983	2304.4404	1012	SEMA3C	SEMA3C	SEMA3C	1012	1
6_Peak_38589_lociStitched	chr9	33211869	33250263	6	13692	20487.0384	5828.2092	1013	SPINK4,BAG1	B4GALT1-AS1,RNU4ATAC15P,CHMP5,NFX1,B4GALT1,BAG1	SPINK4	1013	1
13_Peak_74774_lociStitched	chr4	73653217	73709197	13	18852	20320.74	5676.372	1014		AC112518.1,CXCL8,RASSF6	AC112518.1	1014	1
3_Peak_56155_lociStitched	chr17	16281563	16298182	3	9098	18368.9807	3725.9798	1015	PIGL,MIR1288	PIGL,CENPV	MIR1288	1015	1
11_Peak_79634_lociStitched	chr1	52654282	52686339	11	20717	16993.4157	2369.0123	1016	SHISAL2A,COA7	NDUFS5P3,RN7SL62P,ZYG11B,COA7	COA7	1016	1
6_Peak_66820_lociStitched	chr7	75717031	75740101	6	12456	18236.835	3615.069	1017	HIP1	CCL26	HIP1	1017	1
2_Peak_2282_lociStitched	chr2	120394729	120406554	2	11640	16474.59	1882.54	1018		INHBB	INHBB	1018	1
